Totales Territoriales;Comunidades y Ciudades Autonomas;Ramas de actividad;periodo;Total
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;38.370.244
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;35.198.870
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;32.301.036
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;29.556.643
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;27.577.840
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;25.423.376
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;23.641.769
Total Nacional;08 Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;21.744.122
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);9.000.177
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);7.700.418
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;6.630.053
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;7.462.666
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;7.059.072
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;7.003.456
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;6.588.058
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;6.606.932
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;6.384.258
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;6.672.044
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;6.854.400
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;7.100.132
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;6.668.741
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;6.895.931
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;7.338.951
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;6.971.470
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;6.387.664
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;6.007.455
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;5.542.613
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;5.250.114
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;4.913.970
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;4.628.391
Total Nacional;08 Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;4.300.817
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);255.153.805
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);232.057.336
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;212.611.443
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;238.308.749
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;229.083.098
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;221.482.095
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;212.655.821
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;204.481.121
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;195.575.054
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;192.183.225
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;193.435.953
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;198.906.023
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;201.705.890
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;200.139.996
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;207.716.061
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;202.380.332
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;189.001.189
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;174.408.587
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;162.355.073
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;151.491.725
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;141.546.705
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;132.653.412
Total Nacional;09 Cataluña;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;122.427.924
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);47.761.840
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);42.503.936
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;37.359.687
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;40.566.233
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;40.003.730
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;39.321.477
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;38.378.440
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;36.718.417
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;34.935.398
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;34.278.062
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;33.905.426
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;35.726.681
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;36.867.796
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;37.192.082
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;40.833.760
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;39.631.521
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;38.099.654
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;36.204.310
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;34.827.763
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;33.710.820
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;32.849.682
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;32.234.136
Total Nacional;09 Cataluña;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;30.184.352
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);126.416.306
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);114.837.367
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;104.753.698
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;115.606.552
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;111.743.287
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;107.799.459
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;103.220.394
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;100.185.814
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;96.446.545
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;94.418.327
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;95.170.430
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;99.706.759
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;101.201.463
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;101.443.496
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;107.508.471
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;104.471.495
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;97.829.436
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;90.149.555
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;83.659.062
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;78.134.696
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;73.298.081
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;68.504.386
Total Nacional;10 Comunitat Valenciana;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;62.717.924
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);23.476.685
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);20.486.204
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;18.084.980
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;19.524.072
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;18.986.461
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;18.606.413
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;17.565.761
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;17.070.885
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;16.139.110
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;15.595.148
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;15.270.086
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;16.193.805
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;15.867.093
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;15.686.422
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;17.697.793
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;17.205.348
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;16.613.759
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;15.857.926
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;15.333.593
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;14.950.143
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2002;14.501.984
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2001;14.055.975
Total Nacional;10 Comunitat Valenciana;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2000;13.182.375
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2022 (A);22.530.837
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021 (P);20.649.737
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;18.840.240
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;20.478.928
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2018;20.091.410
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2017;19.538.313
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2016;18.504.867
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2015;17.915.529
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2014;17.045.460
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2013;17.075.331
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2012;17.064.000
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2011;17.738.058
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2010;18.135.329
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2009;17.829.466
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2008;18.249.829
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2007;17.564.197
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2006;16.306.857
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2005;15.264.773
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2004;14.030.704
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2003;13.121.521
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2002;12.264.844
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2001;11.516.186
Total Nacional;11 Extremadura;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2000;10.750.237
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2022 (A);3.238.050
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2021 (P);2.739.479
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2020;2.329.442
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2019;2.462.525
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2018;2.448.707
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2017;2.369.899
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2016;2.170.504
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2015;2.159.399
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2014;2.117.830
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2013;2.196.439
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2012;2.125.901
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2011;2.121.436
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2010;2.027.953
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2009;2.023.284
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2008;2.129.672
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2007;1.979.216
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2006;1.747.755
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2005;1.667.394
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2004;1.523.218
Total Nacional;11 Extremadura;B_E. Industrias extractivas, industria manufacturera, suministro de energia electrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestion de residuos y descontaminacion;2003;1.418.517
